Período;ARS;Nº Consultas nos CSP;Nº Consultas CSP (Não Programadas);Nº Consultas CSP (Programadas);Nº Consultas Gripe nos CSP
2017-11-17;ARS Norte;43778.0;23055.0;20723.0;88.0
2017-11-17;ARS Lisboa e Vale do Tejo;26102.0;11098.0;15004.0;52.0
2017-11-17;ARS Algarve;4213.0;2150.0;2063.0;9.0
2017-11-18;ARS Algarve;340.0;325.0;15.0;1.0
2017-11-20;ARS Centro;27711.0;15663.0;12048.0;60.0
2017-11-20;ARS Lisboa e Vale do Tejo;35868.0;15452.0;20416.0;80.0
2017-11-21;ARS Norte;58896.0;29753.0;29143.0;125.0
2017-11-21;ARS Lisboa e Vale do Tejo;33621.0;13697.0;19924.0;80.0
2017-11-21;ARS Alentejo;8699.0;4493.0;4206.0;19.0
2017-11-22;ARS Lisboa e Vale do Tejo;29535.0;12084.0;17451.0;62.0
2017-11-22;ARS Alentejo;7686.0;4030.0;3656.0;19.0
2017-11-22;ARS Algarve;4587.0;2373.0;2214.0;12.0
2017-11-24;ARS Norte;37122.0;18796.0;18326.0;96.0
2017-11-24;ARS Lisboa e Vale do Tejo;18018.0;7401.0;10617.0;41.0
2017-11-24;ARS Algarve;2931.0;1565.0;1366.0;7.0
2017-11-26;ARS Norte;2502.0;2502.0;0.0;42.0
2017-11-26;ARS Lisboa e Vale do Tejo;1421.0;1421.0;0.0;8.0
2017-11-27;ARS Alentejo;8907.0;4768.0;4139.0;16.0
2017-11-28;ARS Lisboa e Vale do Tejo;34035.0;13921.0;20114.0;85.0
2017-11-29;ARS Norte;53478.0;26547.0;26931.0;110.0
2017-11-30;ARS Norte;49759.0;24432.0;25327.0;135.0
2017-12-01;ARS Norte;2288.0;2288.0;0.0;31.0
2017-12-02;ARS Centro;2063.0;1940.0;123.0;18.0
2017-12-02;ARS Lisboa e Vale do Tejo;2103.0;2069.0;34.0;36.0
2017-12-04;ARS Alentejo;8209.0;4527.0;3682.0;25.0
2017-12-05;ARS Alentejo;8548.0;4526.0;4022.0;16.0
2017-12-06;ARS Norte;49581.0;26313.0;23268.0;215.0
2017-12-06;ARS Lisboa e Vale do Tejo;30193.0;12905.0;17288.0;119.0
2017-12-09;ARS Norte;3057.0;2939.0;118.0;71.0
2017-12-09;ARS Lisboa e Vale do Tejo;2303.0;2268.0;35.0;42.0
2017-12-10;ARS Norte;2416.0;2416.0;0.0;63.0
2017-12-10;ARS Centro;1726.0;1726.0;0.0;26.0
2017-12-11;ARS Algarve;4737.0;2511.0;2226.0;13.0
2017-12-13;ARS Norte;55734.0;29320.0;26414.0;266.0
2017-12-13;ARS Alentejo;8373.0;4504.0;3869.0;23.0
2017-12-15;ARS Norte;43143.0;22972.0;20171.0;252.0
2017-12-15;ARS Lisboa e Vale do Tejo;25819.0;10928.0;14891.0;114.0
2017-12-15;ARS Alentejo;6451.0;3398.0;3053.0;45.0
2017-12-16;ARS Norte;2940.0;2823.0;117.0;111.0
2017-12-16;ARS Alentejo;901.0;805.0;96.0;26.0
2017-12-17;ARS Lisboa e Vale do Tejo;1477.0;1477.0;0.0;49.0
2017-12-21;ARS Norte;46064.0;23051.0;23013.0;428.0
2017-12-21;ARS Lisboa e Vale do Tejo;27486.0;11241.0;16245.0;170.0
2017-12-23;ARS Alentejo;956.0;911.0;45.0;26.0
2017-12-24;ARS Lisboa e Vale do Tejo;1194.0;1194.0;0.0;56.0
2017-12-24;ARS Algarve;221.0;174.0;47.0;7.0
2017-12-26;ARS Algarve;463.0;407.0;56.0;27.0
2017-12-27;ARS Norte;53060.0;32357.0;20703.0;632.0
2017-12-29;ARS Centro;15328.0;9799.0;5529.0;201.0
2017-12-30;ARS Norte;4367.0;4248.0;119.0;297.0
2017-12-30;ARS Lisboa e Vale do Tejo;2679.0;2663.0;16.0;160.0
2017-12-30;ARS Algarve;464.0;464.0;0.0;12.0
2017-12-31;ARS Centro;2016.0;2016.0;0.0;101.0
2017-12-31;ARS Lisboa e Vale do Tejo;1392.0;1392.0;0.0;75.0
2018-01-01;ARS Centro;1906.0;1906.0;0.0;84.0
2018-01-01;ARS Lisboa e Vale do Tejo;900.0;900.0;0.0;32.0
2018-01-02;ARS Norte;59345.0;35584.0;23761.0;871.0
2018-01-04;ARS Algarve;4589.0;2514.0;2075.0;55.0
2018-01-06;ARS Norte;3801.0;3700.0;101.0;332.0
2018-01-06;ARS Centro;2713.0;2623.0;90.0;149.0
2018-01-07;ARS Norte;3233.0;3233.0;0.0;253.0
2018-01-07;ARS Alentejo;991.0;941.0;50.0;55.0
2018-01-07;ARS Algarve;320.0;296.0;24.0;27.0
2018-01-09;ARS Centro;25738.0;14110.0;11628.0;297.0
2018-01-09;ARS Lisboa e Vale do Tejo;34062.0;14215.0;19847.0;491.0
2018-01-10;ARS Algarve;4599.0;2388.0;2211.0;58.0
2018-01-12;ARS Lisboa e Vale do Tejo;28085.0;12497.0;15588.0;378.0
2018-01-13;ARS Alentejo;1041.0;991.0;50.0;50.0
2018-01-15;ARS Norte;66466.0;36146.0;30320.0;866.0
2018-01-15;ARS Lisboa e Vale do Tejo;39054.0;17421.0;21633.0;570.0
2018-01-16;ARS Norte;60910.0;31320.0;29590.0;664.0
2018-01-16;ARS Lisboa e Vale do Tejo;36130.0;15096.0;21034.0;493.0
2018-01-18;ARS Alentejo;7789.0;4359.0;3430.0;84.0
2018-01-21;ARS Alentejo;959.0;917.0;42.0;38.0
2018-01-22;ARS Lisboa e Vale do Tejo;39902.0;17805.0;22097.0;595.0
2018-01-23;ARS Norte;61578.0;31913.0;29665.0;564.0
2018-01-23;ARS Centro;26563.0;14694.0;11869.0;301.0
2018-01-23;ARS Algarve;5413.0;2811.0;2602.0;68.0
2018-01-25;ARS Alentejo;7647.0;4004.0;3643.0;58.0
2018-01-26;ARS Alentejo;7150.0;4025.0;3125.0;77.0
2018-01-27;ARS Norte;3579.0;3477.0;102.0;162.0
2018-01-28;ARS Norte;3189.0;3189.0;0.0;151.0
2018-01-29;ARS Alentejo;8994.0;5185.0;3809.0;99.0
2018-01-30;ARS Norte;58169.0;29462.0;28707.0;476.0
2018-01-30;ARS Centro;25606.0;14079.0;11527.0;303.0
2018-02-01;ARS Norte;51196.0;25546.0;25650.0;410.0
2018-02-03;ARS Algarve;411.0;354.0;57.0;21.0
2018-02-04;ARS Lisboa e Vale do Tejo;1933.0;1933.0;0.0;121.0
2018-02-04;ARS Alentejo;1074.0;1001.0;73.0;47.0
2018-02-06;ARS Norte;57808.0;29015.0;28793.0;449.0
2018-02-07;ARS Centro;24139.0;13110.0;11029.0;272.0
2018-02-10;ARS Centro;2707.0;2617.0;90.0;103.0
2018-02-10;ARS Alentejo;1049.0;989.0;60.0;55.0
2018-02-10;ARS Algarve;439.0;391.0;48.0;20.0
2018-02-11;ARS Algarve;359.0;317.0;42.0;11.0
2018-02-13;ARS Centro;1832.0;1795.0;37.0;77.0
2018-02-15;ARS Norte;55796.0;27871.0;27925.0;413.0
2018-02-18;ARS Alentejo;1060.0;1041.0;19.0;45.0
2018-02-19;ARS Centro;28870.0;16558.0;12312.0;300.0
2018-02-19;ARS Algarve;5610.0;2803.0;2807.0;53.0
2018-02-20;ARS Norte;59838.0;29971.0;29867.0;312.0
2018-02-20;ARS Centro;26758.0;14620.0;12138.0;216.0
2018-02-21;ARS Alentejo;8491.0;4503.0;3988.0;73.0
2018-02-26;ARS Algarve;5243.0;2514.0;2729.0;38.0
2018-02-28;ARS Algarve;4692.0;2219.0;2473.0;19.0
2018-03-01;ARS Lisboa e Vale do Tejo;27764.0;11245.0;16519.0;202.0
2018-03-02;ARS Norte;40067.0;21407.0;18660.0;260.0
2018-03-02;ARS Lisboa e Vale do Tejo;24544.0;10413.0;14131.0;151.0
2018-03-02;ARS Alentejo;6032.0;3294.0;2738.0;50.0
2018-03-04;ARS Norte;2651.0;2651.0;0.0;59.0
2018-03-04;ARS Algarve;344.0;250.0;94.0;8.0
2018-03-05;ARS Centro;26652.0;15096.0;11556.0;166.0
2018-03-07;ARS Algarve;4826.0;2431.0;2395.0;15.0
2018-03-09;ARS Norte;42120.0;21636.0;20484.0;179.0
2018-03-09;ARS Lisboa e Vale do Tejo;24721.0;9927.0;14794.0;118.0
2018-03-10;ARS Lisboa e Vale do Tejo;2116.0;2095.0;21.0;86.0
2018-03-10;ARS Algarve;344.0;312.0;32.0;5.0
2018-03-12;ARS Alentejo;8995.0;5250.0;3745.0;48.0
2018-03-13;ARS Lisboa e Vale do Tejo;33892.0;13566.0;20326.0;125.0
2018-03-14;ARS Alentejo;7443.0;3906.0;3537.0;25.0
2018-03-16;ARS Norte;42536.0;22183.0;20353.0;156.0
2018-03-18;ARS Centro;1837.0;1837.0;0.0;29.0
2018-03-20;ARS Norte;58053.0;28667.0;29386.0;161.0
2018-03-21;ARS Alentejo;7991.0;4273.0;3718.0;26.0
2018-03-21;ARS Algarve;5087.0;2404.0;2683.0;7.0
2018-03-23;ARS Centro;17833.0;10115.0;7718.0;65.0
2018-03-23;ARS Algarve;3732.0;1746.0;1986.0;7.0
2018-03-25;ARS Alentejo;707.0;663.0;44.0;7.0
2018-03-26;ARS Lisboa e Vale do Tejo;33590.0;14019.0;19571.0;76.0
2018-03-26;ARS Algarve;4940.0;2487.0;2453.0;14.0
2018-03-28;ARS Alentejo;7479.0;3938.0;3541.0;26.0
2018-03-28;ARS Algarve;4357.0;2052.0;2305.0;6.0
2018-03-29;ARS Centro;19575.0;10152.0;9423.0;56.0
2018-03-31;ARS Lisboa e Vale do Tejo;1822.0;1801.0;21.0;36.0
2018-04-02;ARS Norte;43414.0;23438.0;19976.0;95.0
2018-04-02;ARS Algarve;4855.0;2444.0;2411.0;8.0
2018-04-03;ARS Centro;24181.0;13511.0;10670.0;54.0
2018-04-03;ARS Lisboa e Vale do Tejo;32016.0;13075.0;18941.0;43.0
2018-04-03;ARS Alentejo;8311.0;4532.0;3779.0;22.0
2018-04-05;ARS Norte;51693.0;26262.0;25431.0;91.0
2018-04-06;ARS Lisboa e Vale do Tejo;25349.0;10412.0;14937.0;45.0
2018-04-06;ARS Alentejo;6468.0;3375.0;3093.0;20.0
2018-04-07;ARS Centro;1983.0;1874.0;109.0;27.0
2018-04-07;ARS Algarve;330.0;276.0;54.0;1.0
2018-04-08;ARS Norte;2207.0;2207.0;0.0;39.0
2018-04-09;ARS Norte;64270.0;34268.0;30002.0;87.0
2018-04-09;ARS Centro;25529.0;14281.0;11248.0;59.0
2018-04-09;ARS Algarve;5572.0;2688.0;2884.0;9.0
2018-04-11;ARS Alentejo;8315.0;4384.0;3931.0;15.0
2018-04-11;ARS Algarve;5028.0;2464.0;2564.0;13.0
2018-04-13;ARS Alentejo;6825.0;3584.0;3241.0;15.0
2018-04-14;ARS Alentejo;871.0;790.0;81.0;10.0
2018-04-15;ARS Lisboa e Vale do Tejo;1323.0;1323.0;0.0;18.0
2018-04-15;ARS Alentejo;736.0;654.0;82.0;7.0
2018-04-18;ARS Centro;21963.0;11600.0;10363.0;31.0
2018-04-18;ARS Alentejo;7901.0;4151.0;3750.0;8.0
2018-04-19;ARS Norte;44094.0;22156.0;21938.0;50.0
2018-04-20;ARS Alentejo;5429.0;3028.0;2401.0;15.0
2018-04-20;ARS Algarve;3382.0;1681.0;1701.0;8.0
2018-04-21;ARS Alentejo;806.0;744.0;62.0;6.0
2018-04-22;ARS Algarve;288.0;220.0;68.0;2.0
2018-04-24;ARS Lisboa e Vale do Tejo;32602.0;12948.0;19654.0;31.0
2018-04-25;ARS Norte;2329.0;2329.0;0.0;20.0
2018-04-27;ARS Lisboa e Vale do Tejo;25955.0;11155.0;14800.0;23.0
2018-04-27;ARS Alentejo;6692.0;3653.0;3039.0;3.0
2018-04-28;ARS Alentejo;884.0;801.0;83.0;7.0
2018-04-29;ARS Lisboa e Vale do Tejo;1300.0;1300.0;0.0;21.0
2018-04-29;ARS Algarve;272.0;182.0;90.0;1.0
2018-04-30;ARS Alentejo;7153.0;4120.0;3033.0;5.0
2018-04-30;ARS Algarve;4644.0;2427.0;2217.0;12.0
2018-05-01;ARS Norte;2306.0;2306.0;0.0;18.0
2018-05-01;ARS Alentejo;834.0;755.0;79.0;5.0
2018-05-02;ARS Centro;24729.0;14625.0;10104.0;34.0
2018-05-03;ARS Alentejo;7791.0;4116.0;3675.0;6.0
2018-05-04;ARS Lisboa e Vale do Tejo;26192.0;11806.0;14386.0;22.0
2018-05-07;ARS Norte;65267.0;35498.0;29769.0;45.0
2018-05-07;ARS Algarve;5485.0;2704.0;2781.0;12.0
2018-05-09;ARS Lisboa e Vale do Tejo;18531.0;7701.0;10830.0;9.0
2018-05-10;ARS Alentejo;5918.0;3173.0;2745.0;4.0
2018-05-11;ARS Norte;55984.0;32780.0;23204.0;43.0
2018-05-13;ARS Norte;2192.0;2192.0;0.0;9.0
2018-05-16;ARS Alentejo;7978.0;4035.0;3943.0;13.0
2018-05-16;ARS Algarve;5157.0;2423.0;2734.0;9.0
2018-05-17;ARS Lisboa e Vale do Tejo;32466.0;12921.0;19545.0;12.0
2018-05-17;ARS Algarve;5261.0;2400.0;2861.0;7.0
2018-05-18;ARS Norte;44407.0;22747.0;21660.0;35.0
2018-05-19;ARS Lisboa e Vale do Tejo;1819.0;1789.0;30.0;15.0
2018-05-20;ARS Alentejo;702.0;643.0;59.0;3.0
2018-05-21;ARS Centro;24957.0;14113.0;10844.0;21.0
2018-05-23;ARS Centro;23416.0;12829.0;10587.0;15.0
2018-05-23;ARS Algarve;4466.0;2029.0;2437.0;3.0
2018-05-25;ARS Alentejo;6381.0;3343.0;3038.0;8.0
2018-05-26;ARS Centro;2047.0;1922.0;125.0;2.0
2018-05-27;ARS Centro;1808.0;1773.0;35.0;8.0
2018-05-29;ARS Norte;55929.0;28600.0;27329.0;46.0
2018-05-30;ARS Norte;50673.0;25435.0;25238.0;18.0
2018-05-30;ARS Alentejo;7560.0;4074.0;3486.0;13.0
2018-05-31;ARS Algarve;268.0;248.0;20.0;0.0
2018-06-01;ARS Norte;39749.0;23292.0;16457.0;25.0
2018-06-02;ARS Norte;2406.0;2298.0;108.0;6.0
2018-06-03;ARS Algarve;242.0;242.0;0.0;0.0
2018-06-04;ARS Norte;65552.0;36527.0;29025.0;42.0
2018-06-05;ARS Lisboa e Vale do Tejo;35158.0;14614.0;20544.0;31.0
2018-06-05;ARS Alentejo;8880.0;4747.0;4133.0;7.0
2018-06-08;ARS Norte;41315.0;21978.0;19337.0;25.0
2018-06-09;ARS Centro;1942.0;1818.0;124.0;5.0
2018-06-09;ARS Lisboa e Vale do Tejo;1798.0;1762.0;36.0;12.0
2018-06-11;ARS Norte;61781.0;33308.0;28473.0;40.0
2018-06-11;ARS Centro;26981.0;15425.0;11556.0;21.0
2018-06-12;ARS Centro;24767.0;13312.0;11455.0;16.0
2018-06-12;ARS Alentejo;8716.0;4554.0;4162.0;13.0
2018-06-15;ARS Alentejo;5201.0;2694.0;2507.0;2.0
2018-06-17;ARS Norte;2188.0;2188.0;0.0;18.0
2018-06-17;ARS Lisboa e Vale do Tejo;1245.0;1245.0;0.0;11.0
2018-06-17;ARS Algarve;237.0;230.0;7.0;0.0
2018-06-18;ARS Centro;26404.0;15131.0;11273.0;23.0
2018-06-21;ARS Centro;22133.0;11828.0;10305.0;11.0
2018-06-22;ARS Centro;16678.0;9567.0;7111.0;12.0
2018-06-23;ARS Alentejo;892.0;778.0;114.0;3.0
2018-06-24;ARS Centro;1900.0;1900.0;0.0;2.0
2018-06-24;ARS Algarve;274.0;251.0;23.0;1.0
2018-06-25;ARS Alentejo;7744.0;4254.0;3490.0;8.0
2018-06-26;ARS Alentejo;8134.0;4321.0;3813.0;5.0
2018-06-26;ARS Algarve;5060.0;2106.0;2954.0;1.0
2018-06-27;ARS Norte;48992.0;25066.0;23926.0;17.0
2018-06-28;ARS Lisboa e Vale do Tejo;27851.0;10798.0;17053.0;10.0
2018-06-28;ARS Algarve;4019.0;1804.0;2215.0;5.0
2018-06-29;ARS Centro;14623.0;8861.0;5762.0;9.0
2018-07-02;ARS Norte;59429.0;33071.0;26358.0;24.0
2018-07-02;ARS Lisboa e Vale do Tejo;34256.0;15039.0;19217.0;12.0
2018-07-04;ARS Alentejo;7395.0;4103.0;3292.0;1.0
2018-07-06;ARS Algarve;3715.0;1684.0;2031.0;1.0
2018-07-08;ARS Centro;1692.0;1692.0;0.0;4.0
2018-07-08;ARS Alentejo;717.0;689.0;28.0;1.0
2018-07-10;ARS Lisboa e Vale do Tejo;31712.0;12877.0;18835.0;6.0
2018-07-10;ARS Algarve;4904.0;2277.0;2627.0;1.0
2018-07-12;ARS Norte;47678.0;23548.0;24130.0;16.0
2018-07-12;ARS Centro;21513.0;11588.0;9925.0;10.0
2018-07-15;ARS Centro;1783.0;1783.0;0.0;1.0
2018-07-17;ARS Centro;22391.0;12397.0;9994.0;10.0
2018-07-19;ARS Algarve;4210.0;1954.0;2256.0;1.0
2018-07-20;ARS Centro;16569.0;9796.0;6773.0;11.0
2018-07-21;ARS Norte;2529.0;2419.0;110.0;9.0
2018-07-21;ARS Algarve;383.0;347.0;36.0;0.0
2018-07-22;ARS Centro;1692.0;1692.0;0.0;3.0
2018-07-24;ARS Algarve;4667.0;2160.0;2507.0;0.0
2018-07-25;ARS Lisboa e Vale do Tejo;27686.0;11143.0;16543.0;6.0
2018-07-27;ARS Norte;37878.0;20001.0;17877.0;8.0
2018-07-27;ARS Lisboa e Vale do Tejo;22810.0;9731.0;13079.0;16.0
2018-07-27;ARS Algarve;3744.0;1790.0;1954.0;0.0
2018-07-29;ARS Algarve;259.0;197.0;62.0;0.0
2018-07-30;ARS Centro;22535.0;13261.0;9274.0;11.0
2018-07-30;ARS Algarve;4813.0;2387.0;2426.0;1.0
2018-07-31;ARS Centro;20769.0;11553.0;9216.0;6.0
2018-07-31;ARS Algarve;4554.0;2131.0;2423.0;3.0
2018-08-01;ARS Alentejo;6594.0;3685.0;2909.0;0.0
2018-08-04;ARS Lisboa e Vale do Tejo;1658.0;1637.0;21.0;1.0
2018-08-04;ARS Alentejo;856.0;788.0;68.0;1.0
2018-08-05;ARS Lisboa e Vale do Tejo;1064.0;1064.0;0.0;0.0
2018-08-06;ARS Alentejo;6623.0;3848.0;2775.0;3.0
2018-08-07;ARS Centro;20539.0;11836.0;8703.0;6.0
2018-08-07;ARS Algarve;4173.0;2067.0;2106.0;0.0
2018-08-08;ARS Alentejo;6354.0;3550.0;2804.0;1.0
2018-08-09;ARS Norte;43988.0;22697.0;21291.0;12.0
2018-08-09;ARS Centro;19290.0;10980.0;8310.0;1.0
2018-08-11;ARS Norte;2753.0;2617.0;136.0;7.0
2018-08-11;ARS Algarve;376.0;368.0;8.0;1.0
2018-08-12;ARS Centro;1845.0;1845.0;0.0;1.0
2018-08-14;ARS Lisboa e Vale do Tejo;25185.0;10643.0;14542.0;2.0
2018-08-15;ARS Norte;2059.0;2059.0;0.0;4.0
2018-08-16;ARS Centro;18786.0;11638.0;7148.0;6.0
2018-08-16;ARS Algarve;3906.0;2066.0;1840.0;2.0
2018-08-18;ARS Alentejo;862.0;805.0;57.0;3.0
2018-08-20;ARS Algarve;4395.0;2265.0;2130.0;1.0
2018-08-25;ARS Alentejo;967.0;894.0;73.0;1.0
2018-08-26;ARS Centro;1766.0;1766.0;0.0;3.0
2018-08-27;ARS Norte;51404.0;29238.0;22166.0;10.0
2018-08-27;ARS Centro;21943.0;13147.0;8796.0;9.0
2018-08-29;ARS Norte;44880.0;23744.0;21136.0;6.0
2018-08-29;ARS Alentejo;7113.0;3860.0;3253.0;2.0
2018-08-29;ARS Algarve;4081.0;2034.0;2047.0;1.0
2018-08-30;ARS Centro;19279.0;10852.0;8427.0;8.0
2018-08-30;ARS Lisboa e Vale do Tejo;25792.0;10116.0;15676.0;9.0
2018-08-30;ARS Alentejo;6354.0;3409.0;2945.0;2.0
2018-09-01;ARS Centro;2040.0;1934.0;106.0;4.0
2018-09-02;ARS Algarve;269.0;267.0;2.0;2.0
2018-09-03;ARS Centro;22871.0;13996.0;8875.0;11.0
2018-09-04;ARS Lisboa e Vale do Tejo;29268.0;12605.0;16663.0;7.0
2018-09-05;ARS Centro;20171.0;11656.0;8515.0;14.0
2018-09-07;ARS Lisboa e Vale do Tejo;22992.0;10046.0;12946.0;8.0
2018-09-08;ARS Centro;1875.0;1751.0;124.0;9.0
2018-09-10;ARS Centro;23657.0;14474.0;9183.0;12.0
2018-09-10;ARS Algarve;4864.0;2355.0;2509.0;5.0
2018-09-12;ARS Norte;50151.0;26201.0;23950.0;14.0
2018-09-12;ARS Centro;22280.0;12583.0;9697.0;7.0
2018-09-12;ARS Alentejo;7357.0;4149.0;3208.0;2.0
2018-09-13;ARS Lisboa e Vale do Tejo;28629.0;11534.0;17095.0;11.0
2018-09-13;ARS Algarve;4341.0;2134.0;2207.0;1.0
2018-09-15;ARS Lisboa e Vale do Tejo;1763.0;1746.0;17.0;8.0
2018-09-16;ARS Algarve;281.0;226.0;55.0;0.0
2018-09-17;ARS Lisboa e Vale do Tejo;34210.0;14770.0;19440.0;14.0
2018-09-17;ARS Alentejo;7770.0;4398.0;3372.0;3.0
2018-09-18;ARS Norte;56000.0;29082.0;26918.0;18.0
2018-09-18;ARS Centro;23917.0;13422.0;10495.0;7.0
2018-09-19;ARS Centro;22445.0;12651.0;9794.0;16.0
2018-09-19;ARS Lisboa e Vale do Tejo;31022.0;12308.0;18714.0;12.0
2018-09-19;ARS Algarve;4632.0;2262.0;2370.0;6.0
2018-09-20;ARS Algarve;4701.0;2333.0;2368.0;2.0
2018-09-21;ARS Lisboa e Vale do Tejo;24020.0;10113.0;13907.0;21.0
2018-09-22;ARS Centro;2106.0;2006.0;100.0;3.0
2018-09-22;ARS Lisboa e Vale do Tejo;1907.0;1876.0;31.0;9.0
2018-09-23;ARS Norte;2182.0;2180.0;2.0;4.0
2018-09-23;ARS Centro;1657.0;1656.0;1.0;12.0
2018-09-23;ARS Lisboa e Vale do Tejo;1247.0;1247.0;0.0;8.0
2018-09-24;ARS Norte;61199.0;32867.0;28332.0;26.0
2018-09-25;ARS Lisboa e Vale do Tejo;33584.0;13232.0;20352.0;12.0
2018-09-26;ARS Norte;52129.0;26196.0;25933.0;33.0
2018-09-26;ARS Alentejo;7764.0;4151.0;3613.0;8.0
2018-09-29;ARS Norte;2608.0;2494.0;114.0;3.0
2018-09-29;ARS Lisboa e Vale do Tejo;1991.0;1969.0;22.0;4.0
2018-09-29;ARS Algarve;345.0;286.0;59.0;0.0
2018-10-01;ARS Norte;56187.0;30395.0;25792.0;28.0
2018-10-02;ARS Norte;53792.0;28891.0;24901.0;47.0
2018-10-02;ARS Algarve;4865.0;2386.0;2479.0;2.0
2018-10-03;ARS Norte;49591.0;26362.0;23229.0;38.0
2018-10-04;ARS Algarve;4426.0;2075.0;2351.0;4.0
2018-10-07;ARS Norte;2293.0;2293.0;0.0;14.0
2018-10-09;ARS Norte;60888.0;32303.0;28585.0;58.0
2018-10-09;ARS Lisboa e Vale do Tejo;34001.0;14731.0;19270.0;42.0
2018-10-10;ARS Norte;56554.0;29432.0;27122.0;54.0
2018-10-11;ARS Norte;50563.0;25724.0;24839.0;62.0
2018-10-11;ARS Lisboa e Vale do Tejo;31391.0;12757.0;18634.0;31.0
2018-10-12;ARS Norte;41253.0;22162.0;19091.0;48.0
2018-10-12;ARS Centro;19098.0;11021.0;8077.0;30.0
2018-10-13;ARS Alentejo;848.0;777.0;71.0;2.0
2018-10-13;ARS Algarve;368.0;328.0;40.0;2.0
2018-10-15;ARS Norte;64672.0;34877.0;29795.0;68.0
2018-10-15;ARS Lisboa e Vale do Tejo;34098.0;13935.0;20163.0;48.0
2018-10-16;ARS Algarve;5143.0;2348.0;2795.0;3.0
2018-10-17;ARS Algarve;5071.0;2357.0;2714.0;10.0
2018-10-19;ARS Norte;44104.0;23211.0;20893.0;48.0
2018-10-19;ARS Algarve;4103.0;1907.0;2196.0;5.0
2018-10-20;ARS Norte;2630.0;2517.0;113.0;33.0
2018-10-20;ARS Algarve;347.0;293.0;54.0;2.0
2018-10-22;ARS Centro;27942.0;15922.0;12020.0;28.0
2018-10-22;ARS Alentejo;8657.0;4728.0;3929.0;8.0
2018-10-22;ARS Algarve;5809.0;2884.0;2925.0;10.0
2018-10-24;ARS Centro;24809.0;13366.0;11443.0;22.0
2018-10-27;ARS Algarve;347.0;274.0;73.0;4.0
2018-10-28;ARS Algarve;264.0;210.0;54.0;2.0
2018-10-29;ARS Centro;25876.0;14785.0;11091.0;32.0
2018-10-29;ARS Alentejo;8725.0;4588.0;4137.0;22.0
2018-10-30;ARS Norte;56640.0;28237.0;28403.0;96.0
2018-11-01;ARS Algarve;253.0;218.0;35.0;0.0
2018-11-02;ARS Centro;15162.0;9664.0;5498.0;37.0
2018-11-04;ARS Alentejo;746.0;655.0;91.0;7.0
2018-11-04;ARS Algarve;231.0;229.0;2.0;0.0
2018-11-06;ARS Lisboa e Vale do Tejo;35567.0;15031.0;20536.0;69.0
2018-11-07;ARS Centro;24411.0;13223.0;11188.0;44.0
2018-11-10;ARS Alentejo;869.0;829.0;40.0;3.0
2018-11-11;ARS Norte;2019.0;2019.0;0.0;15.0
2018-11-11;ARS Algarve;272.0;270.0;2.0;0.0
2018-11-12;ARS Algarve;5748.0;2760.0;2988.0;12.0
2018-11-14;ARS Norte;56040.0;28086.0;27954.0;93.0
2018-11-17;ARS Lisboa e Vale do Tejo;1936.0;1899.0;37.0;33.0
2018-11-17;ARS Algarve;290.0;229.0;61.0;2.0
2018-11-19;ARS Lisboa e Vale do Tejo;37815.0;15977.0;21838.0;96.0
2018-11-21;ARS Alentejo;7498.0;3945.0;3553.0;17.0
2018-11-23;ARS Lisboa e Vale do Tejo;25280.0;10921.0;14359.0;60.0
2018-11-23;ARS Alentejo;6351.0;3343.0;3008.0;8.0
2018-11-23;ARS Algarve;3688.0;1783.0;1905.0;7.0
2018-11-24;ARS Centro;1922.0;1804.0;118.0;12.0
2018-11-25;ARS Algarve;258.0;193.0;65.0;3.0
2018-11-26;ARS Norte;63239.0;32975.0;30264.0;117.0
2018-11-26;ARS Algarve;5259.0;2573.0;2686.0;9.0
2018-11-27;ARS Norte;58649.0;29203.0;29446.0;104.0
2018-11-27;ARS Lisboa e Vale do Tejo;35208.0;14118.0;21090.0;59.0
2018-11-27;ARS Algarve;5336.0;2469.0;2867.0;15.0
2018-11-29;ARS Lisboa e Vale do Tejo;29854.0;11704.0;18150.0;76.0
2018-11-30;ARS Lisboa e Vale do Tejo;26723.0;10931.0;15792.0;67.0
2018-12-01;ARS Lisboa e Vale do Tejo;1597.0;1597.0;0.0;21.0
2018-12-02;ARS Algarve;259.0;235.0;24.0;0.0
2018-12-04;ARS Norte;56725.0;29063.0;27662.0;99.0
2018-12-05;ARS Norte;52156.0;26624.0;25532.0;94.0
2018-12-05;ARS Algarve;4716.0;2224.0;2492.0;13.0
2018-12-06;ARS Lisboa e Vale do Tejo;33944.0;13583.0;20361.0;77.0
2018-12-06;ARS Alentejo;7479.0;3839.0;3640.0;15.0
2018-12-09;ARS Lisboa e Vale do Tejo;1516.0;1516.0;0.0;24.0
2018-12-09;ARS Alentejo;787.0;734.0;53.0;15.0
2018-12-10;ARS Centro;25915.0;14849.0;11066.0;46.0
2018-12-11;ARS Centro;24830.0;13432.0;11398.0;58.0
2018-12-12;ARS Norte;53034.0;26866.0;26168.0;113.0
2018-12-12;ARS Alentejo;7580.0;4088.0;3492.0;23.0
2018-12-12;ARS Algarve;5100.0;2437.0;2663.0;12.0
2018-12-13;ARS Algarve;4799.0;2246.0;2553.0;9.0
2018-12-15;ARS Centro;2141.0;1983.0;158.0;10.0
